Instrument Group,Instrument,Department,Risk Country,Exchange,Trade CCY,Settlement CCY
Deposit,Bond Futures,TPS,SPAIN ,Not Applicable,TRY,PKR
Deposit,Bond Futures,ISG,SPAIN ,Not Applicable,CNY,TRY
Deposit,Bond Futures,EMD,SPAIN ,Not Applicable,UYU,BEF
Deposit,Bond Futures,EFM,SPAIN ,Not Applicable,EUR,COP
Deposit,Bond Futures,CEOO,SPAIN ,Not Applicable,IDR,RSD
Deposit,Bond Futures,BMG,SPAIN ,Not Applicable,AUD,DKK
Deposit,Bond Futures,Kepler,SPAIN ,Not Applicable,KZT,BEF
Deposit,Bond Futures,FIMA,SPAIN ,Not Applicable,MYR,DOP
Deposit,Bond Futures,Kepler,SPAIN ,Not Applicable,KWD,SAR
Deposit,Bond Futures,EMD,SPAIN ,Not Applicable,KES,CAD
Deposit,Bond Futures,EMD,SPAIN ,Not Applicable,RSD,BRL
Deposit,Bond Futures,CEOO,SPAIN ,Not Applicable,CHF,KES
Deposit,Bond Futures,BMG,SPAIN ,Not Applicable,COP,AED
Deposit,Bond Futures,INFRA,SRI LANKA,Not Applicable,HKD,SGD
Deposit,Bond Futures,ISG,SRI LANKA,Not Applicable,CZK,SEK
Deposit,Bond Futures,BAR,SRI LANKA,Not Applicable,RON,HUF
Deposit,Bond Futures,EMD,SRI LANKA,Not Applicable,MYR,UAH
Deposit,Bond Futures,RE,SWEDEN,OMX Nordic Exchange Stockholm,HKD,QAR
Deposit,Bond Futures,EMD,SWEDEN,Not Applicable,TRY,SGD
Deposit,Bond Futures,Kepler,SWEDEN,Not Applicable,JPY,PEN
Deposit,Bond Futures,Kepler,SWEDEN,Not Applicable,BEF,ILS
Deposit,Bond Futures,EQD,SWEDEN,Not Applicable,COP,PHP
Deposit,Bond Futures,BMG,SWEDEN,Not Applicable,TWD,NOK
Deposit,Bond Futures,EIS,SWEDEN,Not Applicable,NZD,AUD
Deposit,Bond Futures,INFRA,SWEDEN,Not Applicable,RUB,COP
Deposit,Bond Futures,BAR,SWEDEN,Not Applicable,KWD,USD
Deposit,Bond Futures,FIMA,SWEDEN,Not Applicable,ARS,RSD
Deposit,Bond Futures,Kepler,SWEDEN,Not Applicable,SEK,PLN
Deposit,Bond Futures,BAR,SWEDEN,Not Applicable,CHF,NGN
Deposit,Bond Futures,RE,SWEDEN,Not Applicable,BEF,RUB
Deposit,Bond Futures,BMG,SWEDEN,Not Applicable,PKR,CHF
Deposit,Bond Futures,BAR,SWITZERLAND,Not Applicable,AED,NOK
Deposit,Bond Futures,BMG,SWITZERLAND,Not Applicable,HKD,RSD
Deposit,Bond Futures,FIMA,SWITZERLAND,Not Applicable,IDR,KZT
Deposit,Bond Futures,ISG,TAIWAN,Not Applicable,KES,ZAR
Deposit,Bond Futures,Kepler,TAIWAN,Not Applicable,DOP,PHP
Deposit,Bond Futures,EMD,TAIWAN,Taipei Exchange,TWD,RUB
Deposit,Bond Futures,BAR,TAIWAN,Taipei Exchange,TWD,CAD
Deposit,Bond Futures,ISG,TAIWAN,Taipei Exchange,DKK,PEN
Deposit,Bond Futures,FIMA,TAIWAN,Taipei Exchange,ILS,CHF
Deposit,Bond Futures,RE,TAIWAN,Taipei Exchange,PLN,UAH
Deposit,Bond Futures,BAR,TAIWAN,Taipei Exchange,XAU,AED
Deposit,Bond Futures,EQD,TAIWAN,Taipei Exchange,CHF,EUR
Deposit,Bond Futures,INFRA,TAIWAN,Taipei Exchange,RON,TRL
Deposit,Bond Futures,EMD,TAIWAN,Taipei Exchange,CZK,MXN
Deposit,Bond Futures,RE,TAIWAN,Taipei Exchange,RSD,DOP
Deposit,Bond Futures,BMG,TAIWAN,Taipei Exchange,ARS,SAR
Deposit,Bond Futures,EIS,TAIWAN,Taipei Exchange,UAH,RON
Deposit,Bond Futures,FIMA,TAIWAN,Taipei Exchange,MYR,CAD
Deposit,Bond Futures,EFM,TURKEY,Not Applicable,CNY,NGN
Deposit,Bond Futures,CEOO,TURKEY,Not Applicable,RSD,JPY
Deposit,Bond Futures,INFRA,UAE,DFM,ILS,VND
Deposit,Bond Futures,CEOO,UAE,Not Applicable,PKR,USD
Deposit,Bond Futures,CEOO,UAE,Not Applicable,TRY,NGN
Deposit,Bond Futures,Kepler,UAE,Not Applicable,KWD,ZAR
Deposit,Bond Futures,RE,UAE,Not Applicable,USD,MYR
Deposit,Bond Futures,RE,UAE,Not Applicable,CHF,RUB
Deposit,Bond Futures,RE,UAE,Not Applicable,RON,TRY
Deposit,Bond Futures,BAR,UAE,Not Applicable,VND,HKD
Deposit,Bond Futures,CEOO,UAE,Not Applicable,CAD,USD
Deposit,Bond Futures,FIMA,UAE,Not Applicable,QAR,TWD
Deposit,Bond Futures,ISG,UAE,Not Applicable,CHF,EUR
Deposit,Bond Futures,EMD,UAE,Not Applicable,KWD,BRL
Deposit,Bond Futures,FIMA,UAE,Not Applicable,TRL,AED
Deposit,Bond Futures,INFRA,UAE,Not Applicable,NZD,CHF
Deposit,Bond Futures,TPS,UAE,Not Applicable,ARS,DOP
Deposit,Bond Futures,EMD,UAE,Not Applicable,PLN,AED
Deposit,Bond Futures,EQD,UAE,Not Applicable,IDR,RON
Deposit,Bond Futures,EFM,UAE,Not Applicable,HKD,TWD
Deposit,Bond Futures,INFRA,UAE,Not Applicable,INR,INR
Deposit,Bond Futures,Kepler,UAE,Not Applicable,CNY,ZAR
Deposit,Bond Futures,FIMA,UKRAINE,Not Applicable,KWD,TRL
Deposit,Bond Futures,EIS,UNITED KINGDOM,CME(CTRL CLR SWAP),PEN,NZD
Deposit,Bond Futures,EQD,UNITED KINGDOM,CME(CTRL CLR SWAP),JPY,TRL
Deposit,Bond Futures,PE,UNITED KINGDOM,CME(CTRL CLR SWAP),USD,LKR
Deposit,Bond Futures,ISG,UNITED KINGDOM,CME(CTRL CLR SWAP),CNH,MYR
Deposit,Bond Futures,Kepler,UNITED KINGDOM,CME(CTRL CLR SWAP),CHF,GBP
Deposit,Bond Futures,EMD,UNITED KINGDOM,CME(CTRL CLR SWAP),CLP,DKK
Deposit,Bond Futures,EQD,UNITED KINGDOM,CME(CTRL CLR SWAP),HKD,RSD
Deposit,Bond Futures,RE,UNITED KINGDOM,CME(CTRL CLR SWAP),KES,LKR
Deposit,Bond Futures,FIMA,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,MYR,CHF
Deposit,Bond Futures,BMG,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,BRL,SGD
Deposit,Bond Futures,EFM,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,COP,UYU
Deposit,Bond Futures,EIS,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,PEN,CLP
Deposit,Bond Futures,Kepler,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,RSD,DKK
Deposit,Bond Futures,RE,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,UAH,KWD
Deposit,Bond Futures,Kepler,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,COP,KES
Deposit,Bond Futures,RE,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,CZK,SGD
Deposit,Bond Futures,ISG,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,RUB,MXN
Deposit,Bond Futures,INFRA,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,RSD,UYU
Deposit,Bond Futures,EQD,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,HUF,HUF
Deposit,Bond Futures,EFM,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,IDR,BEF
Deposit,Bond Futures,BMG,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,XAU,PKR
Deposit,Bond Futures,TPS,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,DKK,NOK
Deposit,Bond Futures,TPS,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,EUR,NOK
Deposit,Bond Futures,TPS,UNITED KINGDOM,CME(CTRL CLR SWAP) - CME - IRS,PEN,QAR
Deposit,Bond Futures,RE,UNITED KINGDOM,Not Applicable,SGD,INR
Deposit,Bond Futures,EFM,UNITED KINGDOM,Not Applicable,UAH,CLP
Deposit,Bond Futures,PE,UNITED KINGDOM,Not Applicable,THB,PHP
Deposit,Bond Futures,FIMA,UNITED STATES,"Cboe Futures Exchange	",KZT,HUF
Deposit,Bond Futures,ISG,UNITED STATES,"Cboe Futures Exchange	",UYU,COP
Deposit,Bond Futures,EFM,UNITED STATES,"ICE Futures US Indices	",MXN,JPY
Deposit,Bond Futures,PE,UNITED STATES,"ICE Futures US Indices	",RON,BEF
Deposit,Bond Futures,INFRA,UNITED STATES,"ICE Futures US Indices	",ZAR,PKR
Deposit,Bond Futures,INFRA,UNITED STATES,"ICE Futures US Indices	",JPY,DKK
Deposit,Bond Futures,EIS,UNITED STATES,"ICE Futures US Indices	",ILS,COP
Deposit,Bond Futures,PE,UNITED STATES,"ICE Futures US Indices	",PHP,DOP
Deposit,Bond Futures,EIS,UNITED STATES,"ICE Futures US Indices	",ARS,BEF
Deposit,Bond Futures,TPS,UNITED STATES,"ICE Futures US Indices	",VND,RON
Deposit,Bond Futures,ISG,UNITED STATES,"ICE Futures US Indices	",QAR,CHF
Deposit,Bond Futures,EFM,UNITED STATES,"ICE Futures US Indices	",SAR,EUR
Deposit,Bond Futures,FIMA,UNITED STATES,"ICE Futures US Indices	",MXN,MYR
Deposit,Bond Futures,Kepler,UNITED STATES,"ICE Futures US Indices	",THB,AUD
Deposit,Bond Futures,CEOO,UNITED STATES,"ICE Futures US Indices	",KES,CNH
Deposit,Bond Futures,INFRA,UNITED STATES,"Chicago Board of Trade	",KRW,UAH
Deposit,Bond Futures,TPS,UNITED STATES,"Chicago Board of Trade	",CLP,INR
Deposit,Bond Futures,BAR,UNITED STATES,"Chicago Board of Trade	",NOK,HUF
Deposit,Bond Futures,BAR,UNITED STATES,"Chicago Board of Trade	",NZD,TRL
Deposit,Bond Futures,PE,UNITED STATES,"Chicago Board of Trade	",PLN,KES
Deposit,Bond Futures,EMD,UNITED STATES,"Chicago Board of Trade	",USD,MXN
Deposit,Bond Futures,TPS,UNITED STATES,"Chicago Board of Trade	",BRL,BEF
Deposit,Bond Futures,EQD,UNITED STATES,"Chicago Board of Trade	",RUB,RUB
Deposit,Bond Futures,Kepler,UNITED STATES,"Chicago Board of Trade	",RSD,PEN
Deposit,Bond Futures,CEOO,UNITED STATES,"Chicago Board of Trade	",AED,DOP
Deposit,Bond Futures,BMG,UNITED STATES,"Chicago Board of Trade	",UYU,DOP
Deposit,Bond Futures,PE,URUGUAY,Not Applicable,CHF,UYU
Deposit,Deposit,EQD,ARGENTINA,Bolsas Y Mercados Argentinos,USD,RUB
Deposit,Deposit,EIS,AUSTRALIA,ASX TRADE24,MYR,NOK
Deposit,Deposit,BAR,BAHRAIN,Hanoi UPCoM,NZD,EUR
Deposit,Deposit,EIS,BAHRAIN,Kuwait Stock Exchange,DOP,ZAR
Deposit,Deposit,EFM,BELGIUM,NYSE EURONEXTBRUSSELS,UYU,BEL
Deposit,Deposit,INFRA,BRAZIL,Brasil Bolsa Balcao (B3),JPY,USD
Deposit,Deposit,EMD,CHILE,SANTIAGO STOCK EXCHANGE,PHP,CHF
Deposit,Deposit,Kepler,COLUMBIA,Not Applicable,NZD,CNY
Deposit,Deposit,Kepler,DENMARK,Not Applicable,JPY,THB
Deposit,Deposit,EIS,DOMINICAN REPUBLIC,Not Applicable,CAD,AUD
Deposit,Deposit,Kepler,EGYPT,Not Applicable,ARS,DKK
Deposit,Deposit,INFRA,EUROZONE,Not Applicable,ZAR,MXN
Deposit,Deposit,EMD,FRANCE,EURONEXT Paris-Monep,TWD,UAH
Deposit,Deposit,BMG,GREECE,Not Applicable,SEK,EUR
Deposit,Deposit,RE,JAPAN,Osaka Exchange,PLN,RUB
Deposit,Deposit,Kepler,JAPAN,Osaka Exchange,AED,PEN
Deposit,Deposit,FIMA,LUXEMBOURG,Not Applicable,UAH,VND
Deposit,Deposit,TPS,NETHERLANDS,Euronext Amsterdam,SGD,AED
Deposit,Deposit,ISG,NETHERLANDS,Euronext Amsterdam,ILS,KZT
Deposit,Deposit,EFM,NEW ZEALAND,Not Applicable,CNY,GBP
Deposit,Deposit,TPS,Not Applicable,London Stock Exchange (domestic),QAR,CHF
Deposit,Deposit,PE,PAKISTAN,Not Applicable,CAD,DOP
Deposit,Deposit,PE,PERU,Not Applicable,BRL,KZT
Deposit,Deposit,TPS,PORTUGAL,Not Applicable,CLP,DKK
Deposit,Deposit,RE,PORTUGAL,Not Applicable,RON,CLP
Deposit,Deposit,FIMA,ROMANIA,Not Applicable,GBP,CZK
Deposit,Deposit,ISG,SAUDI ARABIA,Not Applicable,KRW,KWD
Deposit,Deposit,PE,SERBIA,Not Applicable,RSD,TRL
Deposit,Deposit,ISG,SINGAPORE,Not Applicable,UYU,HUF
Deposit,Deposit,BMG,SINGAPORE,Not Applicable,CNY,KWD
Deposit,Deposit,PE,SLOVAKIA,Not Applicable,INR,ZAR
Deposit,Deposit,FIMA,SLOVAKIA,Not Applicable,JPY,AUD
Deposit,Deposit,EQD,SOUTH KOREA,Not Applicable,USD,HKD
Deposit,Deposit,EFM,SPAIN ,SOCIEDAD DE BOLSAS (SIBE),TRL,DOP
Deposit,Deposit,FIMA,SRI LANKA,Not Applicable,HKD,KES
Deposit,Deposit,CEOO,SWEDEN,OMX Nordic Exchange Stockholm,TRL,PLN
Deposit,Deposit,Kepler,SWITZERLAND,Not Applicable,ZAR,THB
Deposit,Deposit,INFRA,SWITZERLAND,Not Applicable,CHF,NOK
Deposit,Deposit,Kepler,TAIWAN,Not Applicable,SGD,DKK
Deposit,Deposit,FIMA,TAIWAN,Not Applicable,KZT,NGN
Deposit,Deposit,EMD,THAILAND,Not Applicable,HUF,EUR
Deposit,Deposit,FIMA,THAILAND,Not Applicable,USD,MYR
Deposit,Deposit,BMG,TURKEY,Not Applicable,SGD,BRL
Deposit,Deposit,PE,UNITED KINGDOM,CME(CTRL CLR SWAP),USD,GBP
Deposit,Deposit,EMD,UNITED STATES,"Cboe Futures Exchange	",SAR,ILS
Deposit,Deposit,FIMA,UNITED STATES,"Cboe Futures Exchange	",RON,COP
Deposit,Deposit,EIS,URUGUAY,Not Applicable,VND,TRY
Deposit,Deposit,Kepler,VIETNAM,HO CHI MINH STOCK EXCHANGE,SAR,CNY
Deposit,Gold Lease/Deposit ,ISG,ASIA PACIFIC REGION,Borsa Italiana,VND,DKK
Deposit,Gold Lease/Deposit ,EMD,AUSTRALIA,ASX TRADE24,MYR,AUD
Deposit,Gold Lease/Deposit ,EMD,AUSTRIA,Vienna Stock Exchange,RUB,XAU
Deposit,Gold Lease/Deposit ,TPS,BAHRAIN,Kuwait Stock Exchange,KWD,KWD
Deposit,Gold Lease/Deposit ,BAR,BAHRAIN,Kuwait Stock Exchange,SAR,KWD
Deposit,Gold Lease/Deposit ,PE,CZECH REPUBLIC,PRAGUE STOCK EXCHANGE,RSD,CNH
Deposit,Gold Lease/Deposit ,CEOO,EGYPT,Not Applicable,KZT,AED
Deposit,Gold Lease/Deposit ,TPS,EUROPE REGION,Not Applicable,KRW,PKR
Deposit,Gold Lease/Deposit ,ISG,FRANCE,EURONEXT Paris-Monep,PLN,KWD
Deposit,Gold Lease/Deposit ,TPS,FRANCE,EURONEXT Paris-Monep,PKR,HKD
Deposit,Gold Lease/Deposit ,Kepler,GREECE,Not Applicable,JPY,EUR
Deposit,Gold Lease/Deposit ,INFRA,GREECE,Not Applicable,TRL,EUR
Deposit,Gold Lease/Deposit ,TPS,HONG KONG,China Financial Futures Exchange,KWD,CNY
Deposit,Gold Lease/Deposit ,Kepler,INDONESIA,Not Applicable,JPY,LKR
Deposit,Gold Lease/Deposit ,INFRA,ITALY,Not Applicable,NOK,BRL
Deposit,Gold Lease/Deposit ,EIS,KUWAIT,Not Applicable,THB,DKK
Deposit,Gold Lease/Deposit ,EFM,KUWAIT,Not Applicable,EUR,TRL
Deposit,Gold Lease/Deposit ,EQD,LUXEMBOURG,Not Applicable,PHP,EUR
Deposit,Gold Lease/Deposit ,TPS,MALAYSIA,MESDAQ,UYU,RSD
Deposit,Gold Lease/Deposit ,BAR,MEXICO,Not Applicable,NOK,IDR
Deposit,Gold Lease/Deposit ,EFM,MEXICO,Not Applicable,KRW,THB
Deposit,Gold Lease/Deposit ,PE,MEXICO,Not Applicable,NZD,KZT
Deposit,Gold Lease/Deposit ,FIMA,MEXICO,Not Applicable,NOK,DKK
Deposit,Gold Lease/Deposit ,TPS,Not Applicable,LSE DERIVATIVES MARKET,TRY,KES
Deposit,Gold Lease/Deposit ,BMG,Not Applicable,"Chicago Board of Trade	",CLP,IDR
Deposit,Gold Lease/Deposit ,EQD,PERU,Not Applicable,NOK,IDR
Deposit,Gold Lease/Deposit ,EFM,POLAND,Not Applicable,ARS,LKR
Deposit,Gold Lease/Deposit ,RE,QATAR,Not Applicable,DKK,CLP
Deposit,Gold Lease/Deposit ,INFRA,RUSSIA FEDERATION,Not Applicable,KWD,NZD
Deposit,Gold Lease/Deposit ,EFM,SERBIA,Not Applicable,CZK,TWD
Deposit,Gold Lease/Deposit ,ISG,SLOVAKIA,Not Applicable,NZD,BRL
Deposit,Gold Lease/Deposit ,Kepler,SOUTH AFRICA,Johannesburg Stock Exchange,EGP,NGN
Deposit,Gold Lease/Deposit ,EFM,SOUTH AFRICA,Johannesburg Stock Exchange,CNY,CZK
Deposit,Gold Lease/Deposit ,BMG,THAILAND,Not Applicable,RUB,KRW
Deposit,Gold Lease/Deposit ,BMG,TURKEY,Not Applicable,PEN,KZT
Deposit,Gold Lease/Deposit ,EIS,UNITED KINGDOM,CME(CTRL CLR SWAP),KZT,USD
Deposit,Gold Lease/Deposit ,BMG,UNITED STATES,"Chicago Board of Trade	",AUD,ARS
Deposit,Gold Lease/Deposit ,CEOO,UNITED STATES,"Chicago Board of Trade	",PKR,SGD
Deposit,Gold Lease/Deposit ,EQD,UNITED STATES,"Chicago Board of Trade	",ARS,PLN
Deposit,Gold Lease/Deposit ,Kepler,UNITED STATES,"Chicago Board of Trade	",UYU,TRY
Deposit,Gold Lease/Deposit ,INFRA,UNITED STATES,"Chicago Board of Trade	",TWD,SAR
Deposit,Gold Lease/Deposit ,EIS,UNITED STATES,"Chicago Board of Trade	",CNY,KWD
Deposit,Gold Lease/Deposit ,Kepler,UNITED STATES,"Chicago Board of Trade	",CLP,UYU
Deposit,Gold Lease/Deposit ,EFM,UNITED STATES,"Chicago Board of Trade	",CHF,CZK
Deposit,Gold Lease/Deposit ,BMG,UNITED STATES,"Cboe Options Exchange	",NZD,ARS
Deposit,Gold Lease/Deposit ,Kepler,UNITED STATES,"Cboe Options Exchange	",BRL,PEN
Deposit,Gold Lease/Deposit ,EIS,UNITED STATES,"Cboe Options Exchange	",AED,DKK
Deposit,Gold Lease/Deposit ,INFRA,UNITED STATES,"Cboe Options Exchange	",DOP,BEF
Deposit,Gold Lease/Deposit ,ISG,UNITED STATES,"Cboe Options Exchange	",CZK,RSD
Deposit,Gold Lease/Deposit ,EQD,UNITED STATES,"Cboe Options Exchange	",KZT,TRL
Deposit,Gold Lease/Deposit ,CEOO,UNITED STATES,"Cboe Options Exchange	",KWD,MXN
Deposit,Gold Lease/Deposit ,Kepler,UNITED STATES,"Cboe Options Exchange	",MXN,VND
Deposit,Gold Lease/Deposit ,EFM,UNITED STATES,"Cboe Options Exchange	",DKK,DKK
Deposit,Gold Lease/Deposit ,Kepler,UNITED STATES,"Cboe Options Exchange	",BEF,KES
Deposit,Gold Lease/Deposit ,TPS,UNITED STATES,"Cboe Options Exchange	",SGD,COP
Deposit,Gold Lease/Deposit ,BMG,UNITED STATES,"Cboe Options Exchange	",DKK,KZT
Deposit,Gold Lease/Deposit ,EMD,UNITED STATES,"Cboe Options Exchange	",UAH,RSD
Deposit,Gold Lease/Deposit ,EMD,URUGUAY,Not Applicable,ZAR,XAU
Deposit,Gold Lease/Deposit ,EFM,URUGUAY,Not Applicable,HKD,EUR
Deposit,Gold Lease/Deposit ,EMD,URUGUAY,Not Applicable,BRL,PHP
Deposit,Gold Lease/Deposit Offset,BAR,UNITED KINGDOM,Not Applicable,LKR,MXN
Deposit,Gold Lease/Deposit Offset,INFRA,UNITED KINGDOM,Not Applicable,KES,SEK
Deposit,Gold Lease/Deposit Offset,ISG,UNITED KINGDOM,Not Applicable,EGP,ARS
Deposit,Gold Lease/Deposit Offset,ISG,UNITED KINGDOM,Not Applicable,ARS,SEK
Deposit,Gold Lease/Deposit Offset,INFRA,UNITED KINGDOM,Not Applicable,RUB,AUD
Deposit,Gold Lease/Deposit Offset,EMD,UNITED KINGDOM,Not Applicable,RON,MYR
Deposit,Gold Lease/Deposit Offset,Kepler,UNITED KINGDOM,Not Applicable,KRW,USD
Deposit,Gold Lease/Deposit Offset,TPS,UNITED KINGDOM,Not Applicable,SGD,KRW
Deposit,Gold Lease/Deposit Offset,ISG,UNITED KINGDOM,Not Applicable,PKR,KES
Deposit,Gold Lease/Deposit Offset,TPS,UNITED KINGDOM,Not Applicable,USD,LKR
Deposit,Gold Lease/Deposit Offset,FIMA,UNITED KINGDOM,Not Applicable,CNH,MYR
Deposit,Gold Lease/Deposit Offset,TPS,UNITED KINGDOM,Not Applicable,CHF,GBP
Deposit,Gold Lease/Deposit Offset,EIS,UNITED STATES,"Cboe Options Exchange	",RUB,TRL
Deposit,Gold Lease/Deposit Offset,Kepler,UNITED STATES,New York Mercantile Exchange,BRL,EGP
Deposit,Gold Lease/Deposit Offset,EFM,UNITED STATES,New York Mercantile Exchange,KZT,LKR
Deposit,Gold Lease/Deposit Offset,FIMA,UNITED STATES,New York Mercantile Exchange,QAR,EUR
Deposit,Gold Lease/Deposit Offset,EFM,UNITED STATES,New York Mercantile Exchange,BRL,PEN
Deposit,Gold Lease/Deposit Offset,TPS,UNITED STATES,New York Mercantile Exchange,AED,DKK
Deposit,Gold Lease/Deposit Offset,CEOO,UNITED STATES,New York Mercantile Exchange,DOP,BEF
Deposit,Gold Lease/Deposit Offset,RE,UNITED STATES,New York Mercantile Exchange,CZK,RSD
Deposit,Gold Lease/Deposit Offset,BMG,UNITED STATES,New York Mercantile Exchange,KZT,TRL
Deposit,Gold Lease/Deposit Offset,TPS,UNITED STATES,New York Mercantile Exchange,KWD,MXN
Deposit,Gold Lease/Deposit Offset,INFRA,UNITED STATES,New York Mercantile Exchange,MXN,VND
Deposit,Gold Lease/Deposit Offset,TPS,UNITED STATES,New York Mercantile Exchange,DKK,DKK
Deposit,Gold Lease/Deposit Offset,EIS,UNITED STATES,New York Mercantile Exchange,BEF,KES
Deposit,Gold Lease/Deposit Offset,FIMA,UNITED STATES,New York Mercantile Exchange,SGD,COP
Derivatives,Commodity Index Futures,PE,AUSTRALIA,ASX TRADE24,KRW,AUD
Derivatives,Commodity Index Futures,EQD,AUSTRIA,Vienna Stock Exchange,AED,EGP
Derivatives,Commodity Index Futures,EQD,CHILE,Not Applicable,KES,CLP
Derivatives,Commodity Index Futures,CEOO,CHILE,Not Applicable,IDR,USD
Derivatives,Commodity Index Futures,EIS,COLUMBIA,Not Applicable,KRW,RUB
Derivatives,Commodity Index Futures,CEOO,DENMARK,NASDAQ OMX Copenhagen,BEF,VND
Derivatives,Commodity Index Futures,EIS,DENMARK,NASDAQ OMX Copenhagen,MXN,CNH
Derivatives,Commodity Index Futures,ISG,DOMINICAN REPUBLIC,Not Applicable,IDR,THB
Derivatives,Commodity Index Futures,EMD,DOMINICAN REPUBLIC,Not Applicable,BRL,IDR
Derivatives,Commodity Index Futures,EFM,EUROZONE,Not Applicable,SGD,THB
Derivatives,Commodity Index Futures,RE,FRANCE,EURONEXT DERIVATIVES PARIS,KZT,HUF
Derivatives,Commodity Index Futures,EIS,FRANCE,EURONEXT DERIVATIVES PARIS,CNY,KZT
Derivatives,Commodity Index Futures,INFRA,FRANCE,EURONEXT DERIVATIVES PARIS,CNH,CNH
Derivatives,Commodity Index Futures,INFRA,GERMANY ,Xetra,INR,COP
Derivatives,Commodity Index Futures,RE,GREECE,Not Applicable,NOK,HUF
Derivatives,Commodity Index Futures,ISG,HUNGARY,Not Applicable,GBP,PHP
Derivatives,Commodity Index Futures,BAR,HUNGARY,Not Applicable,PHP,MXN
Derivatives,Commodity Index Futures,TPS,INDIA,Not Applicable,RSD,INR
Derivatives,Commodity Index Futures,EIS,INDONESIA,Not Applicable,KES,CAD
Derivatives,Commodity Index Futures,EMD,ITALY,Not Applicable,RUB,EGP
Derivatives,Commodity Index Futures,BMG,KUWAIT,Not Applicable,DKK,KWD
Derivatives,Commodity Index Futures,BAR,LUXEMBOURG,Not Applicable,ILS,SEK
Derivatives,Commodity Index Futures,INFRA,LUXEMBOURG,Not Applicable,THB,BRL
Derivatives,Commodity Index Futures,PE,MACAU,Not Applicable,CLP,BRL
Derivatives,Commodity Index Futures,RE,MACAU,Not Applicable,NGN,TWD
Derivatives,Commodity Index Futures,EQD,MALAYSIA,Not Applicable,NGN,VND
Derivatives,Commodity Index Futures,EQD,MEXICO,Mercado Mexicano de Derivados,PKR,BEF
Derivatives,Commodity Index Futures,TPS,NETHERLANDS,Not Applicable,QAR,QAR
Derivatives,Commodity Index Futures,BMG,NETHERLANDS,Not Applicable,RUB,BRL
Derivatives,Commodity Index Futures,EFM,NORWAY,Not Applicable,CHF,HUF
Derivatives,Commodity Index Futures,PE,NORWAY,Not Applicable,JPY,ILS
Derivatives,Commodity Index Futures,TPS,PAKISTAN,Not Applicable,MXN,KWD
Derivatives,Commodity Index Futures,PE,PAKISTAN,Not Applicable,SAR,JPY
Derivatives,Commodity Index Futures,BMG,PERU,Not Applicable,PKR,TRY
Derivatives,Commodity Index Futures,EQD,PHILIPPINES,Not Applicable,QAR,QAR
Derivatives,Commodity Index Futures,FIMA,PHILIPPINES,Not Applicable,PKR,KES
Derivatives,Commodity Index Futures,Kepler,POLAND,Not Applicable,COP,VND
Derivatives,Commodity Index Futures,RE,PORTUGAL,Not Applicable,RSD,EGP
Derivatives,Commodity Index Futures,INFRA,PORTUGAL,Not Applicable,INR,KRW
Derivatives,Commodity Index Futures,EQD,RUSSIA FEDERATION,Not Applicable,MYR,SAR
Derivatives,Commodity Index Futures,INFRA,SERBIA,Not Applicable,KRW,MYR
Derivatives,Commodity Index Futures,BMG,SINGAPORE,Not Applicable,PEN,MYR
Derivatives,Commodity Index Futures,EIS,SLOVAKIA,Not Applicable,DKK,RSD
Derivatives,Commodity Index Futures,Kepler,SRI LANKA,Not Applicable,SAR,PKR
Derivatives,Commodity Index Futures,BAR,SWEDEN,OMX Nordic Exchange Stockholm,PKR,CHF
Derivatives,Commodity Index Futures,EMD,UAE,DFM,NZD,CHF
Derivatives,Commodity Index Futures,TPS,UNITED KINGDOM,London Metal Exchange,DKK,CHF
Derivatives,Commodity Index Futures,Kepler,URUGUAY,Not Applicable,ARS,SGD
Derivatives,Commodity Index Futures,Kepler,VIETNAM,HO CHI MINH STOCK EXCHANGE,SGD,TWD
Derivatives,Currency Futures,RE,ARGENTINA,Bolsas Y Mercados Argentinos,NGN,USD
Derivatives,Currency Futures,INFRA,ARGENTINA,HK Growth Enterprise Mkt (GEM),QAR,USD
Derivatives,Currency Futures,ISG,ARGENTINA,Bolsas Y Mercados Argentinos,KRW,USD
Derivatives,Currency Futures,RE,ARGENTINA,Bolsas Y Mercados Argentinos,BEF,USD
Derivatives,Currency Futures,BMG,ASIA PACIFIC REGION,Hanoi UPCoM,KZT,TRL
